CATALOG	SCIENCE	OC_CONTRY	COL_DATE	INFO	LENGTH	A_LENGTH	WEIGHT	INCREMENT	CRNO	STATION	LATITUDE	LONGITUDE	
M02969	Eheteroloba	Fongliao	2003/3/24	EH0303017	20.90	20.90	0.0350	24	0303	F01	022.21	120.35	
M02970	Eheteroloba	Fongliao	2003/3/24	EH0303018	17.18	17.18	0.0182	17	0303	F01	022.21	120.35	
M02971	Eheteroloba	Fongliao	2003/3/24	EH0303019	20.23	20.23	0.0318	23	0303	F01	022.21	120.35	
M02972	Eheteroloba	Fongliao	2003/3/24	EH0303020	21.45	21.45	0.0419	24	0303	F01	022.21	120.35	
M02973	Eheteroloba	Fongliao	2003/3/24	EH0303021	20.47	20.47	0.0349	22	0303	F01	022.21	120.35	
M02974	Eheteroloba	Fongliao	2003/3/24	EH0303022	19.20	19.20	0.0271	20	0303	F01	022.21	120.35	
M02975	Eheteroloba	Fongliao	2003/3/24	EH0303023	21.18	21.18	0.0380	25	0303	F01	022.21	120.35	
M02976	Eheteroloba	Fongliao	2003/3/24	EH0303024	21.89	21.89	0.0398	24	0303	F01	022.21	120.35	
M02977	Eheteroloba	Fongliao	2003/3/24	EH0303025	19.56	19.56	0.0268	21	0303	F01	022.21	120.35	
M02978	Eheteroloba	Fongliao	2003/3/24	EH0303026	20.76	20.76	0.0378	23	0303	F01	022.21	120.35	
M02979	Eheteroloba	Fongliao	2003/3/24	EH0303027	22.46	22.46	0.0471	25	0303	F01	022.21	120.35	
M02980	Eheteroloba	Fongliao	2003/3/24	EH0303028	21.41	21.41	0.0336	22	0303	F01	022.21	120.35	
M02981	Eheteroloba	Fongliao	2003/3/24	EH0303029	19.08	19.08	0.0281	21	0303	F01	022.21	120.35	
M02982	Eheteroloba	Fongliao	2003/3/24	EH0303030	23.69	23.69	0.0513	26	0303	F01	022.21	120.35	
M02983	Eheteroloba	Fongliao	2003/3/24	EH0303031	19.36	19.36	0.0248	21	0303	F01	022.21	120.35	
M02984	Eheteroloba	Fongliao	2003/3/24	EH0303032	20.72	20.72	0.0321	23	0303	F01	022.21	120.35	
M02985	Eheteroloba	Fongliao	2003/3/24	EH0303033	20.35	20.35	0.0373	24	0303	F01	022.21	120.35	
M02986	Eheteroloba	Fongliao	2003/3/24	EH0303034	18.15	18.15	0.0213	20	0303	F01	022.21	120.35	
M02987	Eheteroloba	Fongliao	2003/3/24	EH0303035	22.66	22.66	0.0458	25	0303	F01	022.21	120.35	
M02988	Eheteroloba	Fongliao	2003/3/24	EH0303036	18.85	18.85	0.0229	21	0303	F01	022.21	120.35	
M02989	Eheteroloba	Fongliao	2003/3/24	EH0303037	20.97	20.97	0.0370	24	0303	F01	022.21	120.35	
M02990	Eheteroloba	Fongliao	2003/3/24	EH0303038	17.76	17.76	0.0211	20	0303	F01	022.21	120.35	
M02991	Eheteroloba	Fongliao	2003/3/24	EH0303039	20.90	20.90	0.0259	23	0303	F01	022.21	120.35	
M02992	Eheteroloba	Fongliao	2003/3/24	EH0303040	22.53	22.53	0.0436	25	0303	F01	022.21	120.35	
M02993	Eheteroloba	Fongliao	2003/3/24	EH0303041	22.47	22.47	0.0356	24	0303	F01	022.21	120.35	
M02994	Eheteroloba	Fongliao	2003/3/24	EH0303042	21.37	21.37	0.0415	24	0303	F01	022.21	120.35	
M02995	Eheteroloba	Fongliao	2003/3/24	EH0303043	19.27	19.27	0.0225	20	0303	F01	022.21	120.35	
M02996	Eheteroloba	Fongliao	2003/3/24	EH0303044	23.08	23.08	0.0462	25	0303	F01	022.21	120.35	
M02997	Eheteroloba	Fongliao	2003/3/24	EH0303045	22.08	22.08	0.0422	25	0303	F01	022.21	120.35	
M02998	Eheteroloba	Fongliao	2003/3/24	EH0303046	21.55	21.55	0.0381	24	0303	F01	022.21	120.35	
M02999	Eheteroloba	Fongliao	2003/3/24	EH0303047	19.67	19.67	0.0268	21	0303	F01	022.21	120.35	
M03000	Eheteroloba	Fongliao	2003/3/24	EH0303048	18.79	18.79	0.0224	21	0303	F01	022.21	120.35	
M03001	Eheteroloba	Fongliao	2003/3/24	EH0303049	21.48	21.48	0.0363	25	0303	F01	022.21	120.35	
M03002	Eheteroloba	Fongliao	2003/3/24	EH0303050	20.47	20.47	0.0299	21	0303	F01	022.21	120.35	
M03003	Eheteroloba	Fongliao	2003/3/24	EH0303051	21.31	21.31	0.0415	24	0303	F01	022.21	120.35	
M03004	Eheteroloba	Fongliao	2003/3/24	EH0303052	18.41	18.41	0.0231	18	0303	F01	022.21	120.35	
M03005	Eheteroloba	Fongliao	2003/3/24	EH0303053	19.45	19.45	0.0232	21	0303	F01	022.21	120.35	
M03006	Eheteroloba	Fongliao	2003/3/24	EH0303054	21.41	21.41	0.0338	22	0303	F01	022.21	120.35	
M03007	Eheteroloba	Fongliao	2003/3/24	EH0303055	16.13	16.13	0.0162	16	0303	F01	022.21	120.35	
M03008	Eheteroloba	Fongliao	2003/3/24	EH0303056	20.31	20.31	0.0316	21	0303	F01	022.21	120.35	
M03009	Eheteroloba	Fongliao	2003/3/24	EH0303057	21.57	21.57	0.0375	23	0303	F01	022.21	120.35	
M03010	Eheteroloba	Fongliao	2003/3/24	EH0303058	19.97	19.97	0.0305	21	0303	F01	022.21	120.35	
M03140	Eheteroloba	Fongliao	2004/3/10	EH0403017	24.22	24.22	0.0527	29	0403	F01	022.21	120.35	
M03141	Eheteroloba	Fongliao	2004/3/10	EH0403018	24.29	24.29	0.0493	29	0403	F01	022.21	120.35	
M03142	Eheteroloba	Fongliao	2004/3/10	EH0403019	22.84	22.84	0.0356	25	0403	F01	022.21	120.35	
M03143	Eheteroloba	Fongliao	2004/3/10	EH0403020	24.33	24.33	0.0448	28	0403	F01	022.21	120.35	
M03144	Eheteroloba	Fongliao	2004/3/10	EH0403021	21.05	21.05	0.0254	24	0403	F01	022.21	120.35	
M03146	Eheteroloba	Fongliao	2004/3/10	EH0403023	23.20	23.20	0.0339	25	0403	F01	022.21	120.35	
M03147	Eheteroloba	Fongliao	2004/3/10	EH0403024	23.63	23.63	0.0397	25	0403	F01	022.21	120.35	
M03148	Eheteroloba	Fongliao	2004/3/10	EH0403025	24.58	24.58	0.0541	27	0403	F01	022.21	120.35	
M03149	Eheteroloba	Fongliao	2004/3/10	EH0403026	23.12	23.12	0.0399	25	0403	F01	022.21	120.35	
M03150	Eheteroloba	Fongliao	2004/3/10	EH0403027	24.10	24.10	0.0485	29	0403	F01	022.21	120.35	
M03151	Eheteroloba	Fongliao	2004/3/10	EH0403028	21.18	21.18	0.0295	23	0403	F01	022.21	120.35	
M03152	Eheteroloba	Fongliao	2004/3/10	EH0403029	19.18	19.18	0.0191	20	0403	F01	022.21	120.35	
M03154	Eheteroloba	Fongliao	2004/3/10	EH0403031	20.77	20.77	0.0257	22	0403	F01	022.21	120.35	
M03156	Eheteroloba	Fongliao	2004/3/10	EH0403033	24.50	24.50	0.0514	27	0403	F01	022.21	120.35	
M03157	Eheteroloba	Fongliao	2004/3/10	EH0403034	23.97	23.97	0.0494	28	0403	F01	022.21	120.35	
M03158	Eheteroloba	Fongliao	2004/3/10	EH0403035	24.38	24.38	0.0472	26	0403	F01	022.21	120.35	
M03159	Eheteroloba	Fongliao	2004/4/28	EH0404002	23.55	23.55	0.0510	28	0404	F01	022.21	120.35	
M03161	Eheteroloba	Fongliao	2004/4/28	EH0404004	22.81	22.81	0.0500	26	0404	F01	022.21	120.35	
M03163	Eheteroloba	Fongliao	2004/4/28	EH0404006	23.55	23.55	0.0449	27	0404	F01	022.21	120.35	
M03165	Eheteroloba	Fongliao	2004/4/28	EH0404008	20.91	20.91	0.0338	23	0404	F01	022.21	120.35	
M03166	Eheteroloba	Fongliao	2004/4/28	EH0404009	22.13	22.13	0.0415	24	0404	F01	022.21	120.35	
M03168	Eheteroloba	Fongliao	2004/4/28	EH0404011	22.96	22.96	0.0499	27	0404	F01	022.21	120.35	
M03169	Eheteroloba	Fongliao	2004/4/28	EH0404012	20.84	20.84	0.0346	23	0404	F01	022.21	120.35	
M03170	Eheteroloba	Fongliao	2004/4/28	EH0404013	22.62	22.62	0.0487	27	0404	F01	022.21	120.35	
M03172	Eheteroloba	Fongliao	2004/4/28	EH0404015	22.51	22.51	0.0392	25	0404	F01	022.21	120.35	
M03173	Eheteroloba	Fongliao	2004/4/28	EH0404016	24.50	24.50	0.0618	29	0404	F01	022.21	120.35	
M03175	Eheteroloba	Fongliao	2004/4/28	EH0404018	22.70	22.70	0.0399	27	0404	F01	022.21	120.35	
M03176	Eheteroloba	Fongliao	2004/4/28	EH0404019	20.95	20.95	0.0298	22	0404	F01	022.21	120.35	
M03177	Eheteroloba	Fongliao	2004/4/28	EH0404020	22.54	22.54	0.0441	26	0404	F01	022.21	120.35	
M03178	Eheteroloba	Fongliao	2004/4/28	EH0404021	22.35	22.35	0.0446	27	0404	F01	022.21	120.35	
M03179	Eheteroloba	Fongliao	2004/4/28	EH0404022	23.53	23.53	0.0585	27	0404	F01	022.21	120.35	
M03180	Eheteroloba	Fongliao	2004/4/28	EH0404023	21.79	21.79	0.0333	24	0404	F01	022.21	120.35	
M03183	Eheteroloba	Fongliao	2004/4/28	EH0404026	22.55	22.55	0.0416	27	0404	F01	022.21	120.35	
M03184	Eheteroloba	Fongliao	2004/4/28	EH0404027	21.76	21.76	0.0354	25	0404	F01	022.21	120.35	
M03185	Eheteroloba	Fongliao	2004/4/28	EH0404028	22.93	22.93	0.0455	28	0404	F01	022.21	120.35	
M03187	Eheteroloba	Fongliao	2004/4/28	EH0404030	22.28	22.28	0.0468	28	0404	F01	022.21	120.35	
M03188	Eheteroloba	Fongliao	2004/4/28	EH0404031	20.74	20.74	0.0349	22	0404	F01	022.21	120.35	
M03190	Eheteroloba	Fongliao	2004/4/28	EH0404033	22.76	22.76	0.0471	27	0404	F01	022.21	120.35	
M03192	Eheteroloba	Fongliao	2004/4/28	EH0404035	22.82	22.82	0.0471	27	0404	F01	022.21	120.35	
M03194	Eheteroloba	Fongliao	2004/4/28	EH0404037	22.32	22.32	0.0460	25	0404	F01	022.21	120.35	
M03195	Eheteroloba	Fongliao	2004/4/28	EH0404038	23.27	23.27	0.0566	29	0404	F01	022.21	120.35	
M03196	Eheteroloba	Fongliao	2004/4/28	EH0404039	23.70	23.70	0.0492	27	0404	F01	022.21	120.35	
M03198	Eheteroloba	Fongliao	2004/4/28	EH0404041	23.85	23.85	0.0482	27	0404	F01	022.21	120.35	
M03200	Eheteroloba	Fongliao	2004/4/28	EH0404043	22.72	22.72	0.0515	28	0404	F01	022.21	120.35	
M03202	Eheteroloba	Fongliao	2004/4/28	EH0404045	22.42	22.42	0.0433	26	0404	F01	022.21	120.35	
M03203	Eheteroloba	Fongliao	2004/4/28	EH0404046	22.79	22.79	0.0464	27	0404	F01	022.21	120.35	
M03205	Eheteroloba	Fongliao	2004/4/28	EH0404048	23.34	23.34	0.0560	28	0404	F01	022.21	120.35	
M03207	Eheteroloba	Fongliao	2004/5/5	EH0405020	22.86	22.86	0.0519	28	0405	F01	022.21	120.35	
M03208	Eheteroloba	Fongliao	2004/5/5	EH0405021	20.69	20.69	0.0378	24	0405	F01	022.21	120.35	
M03209	Eheteroloba	Fongliao	2004/5/5	EH0405022	22.50	22.50	0.0444	26	0405	F01	022.21	120.35	
M03210	Eheteroloba	Fongliao	2004/5/5	EH0405023	22.81	22.81	0.0576	27	0405	F01	022.21	120.35	
M03211	Eheteroloba	Fongliao	2004/5/5	EH0405024	20.82	20.82	0.0366	24	0405	F01	022.21	120.35	
M03212	Eheteroloba	Fongliao	2004/5/5	EH0405025	22.94	22.94	0.0537	28	0405	F01	022.21	120.35	
M03214	Eheteroloba	Fongliao	2004/5/5	EH0405027	21.60	21.60	0.0400	25	0405	F01	022.21	120.35	
M03215	Eheteroloba	Fongliao	2004/5/5	EH0405028	22.26	22.26	0.0374	24	0405	F01	022.21	120.35	
M03217	Eheteroloba	Fongliao	2004/5/5	EH0405030	21.06	21.06	0.0436	26	0405	F01	022.21	120.35	
M03218	Eheteroloba	Fongliao	2004/5/5	EH0405031	23.69	23.69	0.0566	29	0405	F01	022.21	120.35	
M03219	Eheteroloba	Fongliao	2004/5/5	EH0405032	21.26	21.26	0.0333	25	0405	F01	022.21	120.35	
M03220	Eheteroloba	Fongliao	2004/5/5	EH0405033	21.09	21.09	0.0426	24	0405	F01	022.21	120.35	
M03221	Eheteroloba	Fongliao	2004/5/5	EH0405034	22.37	22.37	0.0463	27	0405	F01	022.21	120.35	
M03223	Eheteroloba	Fongliao	2004/5/5	EH0405036	23.28	23.28	0.0533	27	0405	F01	022.21	120.35	
M03224	Eheteroloba	Fongliao	2004/5/5	EH0405037	20.59	20.59	0.0393	25	0405	F01	022.21	120.35	
M03225	Eheteroloba	Fongliao	2004/5/5	EH0405038	22.03	22.03	0.0452	26	0405	F01	022.21	120.35	
M03226	Eheteroloba	Fongliao	2004/5/5	EH0405039	21.02	21.02	0.0363	25	0405	F01	022.21	120.35	
M03227	Eheteroloba	Fongliao	2004/5/5	EH0405040	24.22	24.22	0.0642	29	0405	F01	022.21	120.35	
M03229	Eheteroloba	Fongliao	2004/5/5	EH0405042	23.97	23.97	0.0593	29	0405	F01	022.21	120.35	
M03230	Eheteroloba	Fongliao	2004/5/5	EH0405043	21.46	21.46	0.0413	25	0405	F01	022.21	120.35	
M03231	Eheteroloba	Fongliao	2004/5/5	EH0405044	22.90	22.90	0.0577	28	0405	F01	022.21	120.35	
M03232	Eheteroloba	Fongliao	2004/5/5	EH0405045	22.08	22.08	0.0472	24	0405	F01	022.21	120.35	
M03233	Eheteroloba	Fongliao	2004/5/5	EH0405046	21.59	21.59	0.0413	26	0405	F01	022.21	120.35	
M03235	Eheteroloba	Fongliao	2004/5/5	EH0405048	22.54	22.54	0.0435	26	0405	F01	022.21	120.35	
M03236	Eheteroloba	Fongliao	2004/5/5	EH0405049	21.66	21.66	0.0418	27	0405	F01	022.21	120.35	
M03355	Epunctifer	Fongliao	2003/4/7	EP0304026	23.72	23.72	0.0517	26	0304	F01	022.21	120.35	
M03356	Epunctifer	Fongliao	2003/4/7	EP0304027	20.32	20.32	0.0292	21	0304	F01	022.21	120.35	
M03357	Epunctifer	Fongliao	2003/4/7	EP0304028	24.53	24.53	0.0540	28	0304	F01	022.21	120.35	
M03358	Epunctifer	Fongliao	2003/4/7	EP0304029	21.55	21.55	0.0363	22	0304	F01	022.21	120.35	
M03359	Epunctifer	Fongliao	2003/4/7	EP0304030	22.82	22.82	0.0469	26	0304	F01	022.21	120.35	
M03360	Epunctifer	Fongliao	2003/4/7	EP0304031	25.00	25.00	0.0562	28	0304	F01	022.21	120.35	
M03361	Epunctifer	Fongliao	2003/4/7	EP0304032	22.86	22.86	0.0432	23	0304	F01	022.21	120.35	
M03364	Epunctifer	Fongliao	2003/4/7	EP0304035	25.90	25.90	0.0641	28	0304	F01	022.21	120.35	
M03365	Epunctifer	Fongliao	2003/4/7	EP0304036	24.53	24.53	0.0484	28	0304	F01	022.21	120.35	
M03368	Epunctifer	Fongliao	2003/4/7	EP0304039	22.65	22.65	0.0394	24	0304	F01	022.21	120.35	
M03369	Epunctifer	Fongliao	2003/4/7	EP0304040	22.88	22.88	0.0384	25	0304	F01	022.21	120.35	
M03370	Epunctifer	Fongliao	2003/4/7	EP0304041	23.96	23.96	0.0486	24	0304	F01	022.21	120.35	
M03371	Epunctifer	Fongliao	2003/4/7	EP0304042	24.00	24.00	0.0447	28	0304	F01	022.21	120.35	
M03372	Epunctifer	Fongliao	2003/4/7	EP0304043	22.96	22.96	0.0434	24	0304	F01	022.21	120.35	
M03373	Epunctifer	Fongliao	2003/4/7	EP0304044	24.78	24.78	0.0613	28	0304	F01	022.21	121.35	
M03374	Epunctifer	Fongliao	2003/4/7	EP0304045	22.28	22.28	0.0436	24	0304	F01	022.21	120.35	
M03375	Epunctifer	Fongliao	2003/4/7	EP0304046	24.85	24.85	0.0527	28	0304	F01	022.21	120.35	
M03376	Epunctifer	Fongliao	2003/4/7	EP0304047	23.40	23.40	0.0508	27	0304	F01	022.21	120.35	
M03378	Epunctifer	Fongliao	2003/9/15	EP0309011	23.71	23.71	0.0579	26	0309	F01	022.21	120.35	
M03379	Epunctifer	Fongliao	2003/9/15	EP0309012	24.55	24.55	0.0664	29	0309	F01	022.21	120.35	
M03380	Epunctifer	Fongliao	2003/9/15	EP0309013	22.58	22.58	0.0469	26	0309	F01	022.21	120.35	
M03382	Epunctifer	Fongliao	2003/9/15	EP0309015	25.24	25.24	0.0720	28	0309	F01	022.21	120.35	
M03383	Epunctifer	Fongliao	2003/9/15	EP0309016	24.85	24.85	0.0607	27	0309	F01	022.21	120.35	
M03385	Epunctifer	Fongliao	2003/9/15	EP0309018	23.94	23.94	0.0534	25	0309	F01	022.21	120.35	
M03386	Epunctifer	Fongliao	2003/9/15	EP0309019	23.72	23.72	0.0555	26	0309	F01	022.21	120.35	
M03387	Epunctifer	Fongliao	2003/9/15	EP0309020	25.57	25.57	0.0735	29	0309	F01	022.21	120.35	
M03390	Epunctifer	Fongliao	2003/9/15	EP0309023	23.53	23.53	0.0573	23	0309	F01	022.21	120.35	
M03391	Epunctifer	Fongliao	2003/9/15	EP0309024	25.39	25.39	0.0690	27	0309	F01	022.21	120.35	
M03396	Epunctifer	Fongliao	2003/9/15	EP0309029	25.80	25.80	0.0646	28	0309	F01	022.21	120.35	
M03402	Epunctifer	Fongliao	2003/9/15	EP0309035	24.13	24.13	0.0584	27	0309	F01	022.21	120.35	
M03404	Epunctifer	Fongliao	2003/9/15	EP0309037	21.19	21.19	0.0360	24	0309	F01	022.21	120.35	
M03413	Epunctifer	Fongliao	2003/9/15	EP0309046	25.35	25.35	0.0661	29	0309	F01	022.21	120.35	
M03415	Epunctifer	Fongliao	2003/10/6	EP0310022	23.48	23.48	0.0414	26	0310	F01	022.21	120.35	
M03417	Epunctifer	Fongliao	2003/10/6	EP0310024	24.88	24.88	0.0509	27	0310	F01	022.21	120.35	
M03418	Epunctifer	Fongliao	2003/10/6	EP0310025	22.87	22.87	0.0521	26	0310	F01	022.21	120.35	
M03419	Epunctifer	Fongliao	2003/10/6	EP0310026	22.41	22.41	0.0404	25	0310	F01	022.21	120.35	
M03420	Epunctifer	Fongliao	2003/10/6	EP0310027	23.30	23.30	0.0509	27	0310	F01	022.21	120.35	
M03421	Epunctifer	Fongliao	2003/10/6	EP0310028	23.78	23.78	0.0539	25	0310	F01	022.21	120.35	
M03422	Epunctifer	Fongliao	2003/10/6	EP0310029	22.43	22.43	0.0546	25	0310	F01	022.21	120.35	
M03423	Epunctifer	Fongliao	2003/10/6	EP0310030	23.23	23.23	0.0604	27	0310	F01	022.21	120.35	
M03424	Epunctifer	Fongliao	2003/10/6	EP0310031	23.55	23.55	0.0647	27	0310	F01	022.21	120.35	
M03425	Epunctifer	Fongliao	2005/3/2	EP0503001	22.18	22.18	0.0348	22	0503	F01	022.21	120.35	
M03426	Epunctifer	Fongliao	2005/3/2	EP0503002	22.66	22.66	0.0386	23	0503	F01	022.21	120.35	
M03427	Epunctifer	Fongliao	2005/3/2	EP0503003	23.83	23.83	0.0484	26	0503	F01	022.21	120.35	
M03428	Epunctifer	Fongliao	2005/3/2	EP0503004	24.40	24.40	0.0557	26	0503	F01	022.21	120.35	
M03429	Epunctifer	Fongliao	2005/3/2	EP0503005	23.94	23.94	0.0462	24	0503	F01	022.21	120.35	
M03430	Epunctifer	Fongliao	2005/3/2	EP0503006	23.73	23.73	0.0531	26	0503	F01	022.21	120.35	
M03431	Epunctifer	Fongliao	2005/3/2	EP0503007	23.62	23.62	0.0507	25	0503	F01	022.21	120.35	
M03432	Epunctifer	Fongliao	2005/3/2	EP0503008	24.23	24.23	0.0590	25	0503	F01	022.21	120.35	
M03433	Epunctifer	Fongliao	2005/3/2	EP0503009	23.45	23.45	0.0439	24	0503	F01	022.21	120.35	
M03434	Epunctifer	Fongliao	2005/3/2	EP0503010	24.59	24.59	0.0584	27	0503	F01	022.21	120.35	
M03435	Epunctifer	Fongliao	2005/3/2	EP0503011	24.65	24.65	0.0595	26	0503	F01	022.21	120.35	
M03436	Epunctifer	Fongliao	2005/3/2	EP0503012	24.20	24.20	0.0536	26	0503	F01	022.21	120.35	
M03437	Epunctifer	Fongliao	2005/3/2	EP0503013	25.46	25.46	0.0637	28	0503	F01	022.21	120.35	
M03438	Epunctifer	Fongliao	2005/3/2	EP0503014	22.92	22.92	0.0448	22	0503	F01	022.21	120.35	
M03439	Epunctifer	Fongliao	2005/3/2	EP0503015	21.22	21.22	0.0303	24	0503	F01	022.21	120.35	
M03440	Epunctifer	Fongliao	2005/3/2	EP0503016	16.64	16.64	0.0141	17	0503	F01	022.21	120.35	
M03441	Epunctifer	Fongliao	2005/3/2	EP0503017	22.02	22.02	0.0325	24	0503	F01	022.21	120.35	
M03442	Epunctifer	Fongliao	2005/3/2	EP0503018	20.92	20.92	0.0296	20	0503	F01	022.21	120.35	
M03443	Epunctifer	Fongliao	2005/3/2	EP0503019	17.86	17.86	0.0189	20	0503	F01	022.21	120.35	
M03444	Epunctifer	Fongliao	2005/3/2	EP0503020	22.33	22.33	0.0359	23	0503	F01	022.21	120.35	
M03445	Epunctifer	Fongliao	2005/3/2	EP0503021	24.38	24.38	0.0527	26	0503	F01	022.21	120.35	
M03446	Epunctifer	Fongliao	2005/3/2	EP0503022	22.77	22.77	0.0373	22	0503	F01	022.21	120.35	
M03447	Epunctifer	Fongliao	2005/3/15	EP0503023	24.03	24.03	0.0722	27	0503	F01	022.21	120.35	
M03457	Epunctifer	Fongliao	2005/3/15	EP0503033	27.01	27.01	0.0724	28	0503	F01	022.21	120.35	
M03461	Epunctifer	Fongliao	2005/3/15	EP0503037	25.51	25.51	0.0567	25	0503	F01	022.21	120.35	
M03463	Epunctifer	Fongliao	2005/3/15	EP0503039	27.74	27.74	0.0879	29	0503	F01	022.21	120.35	
M03466	Epunctifer	Fongliao	2005/4/13	EP0504001	21.54	21.54	0.0346	21	0504	F01	022.21	120.35	
M03468	Epunctifer	Fongliao	2005/4/13	EP0504003	24.51	24.51	0.0573	26	0504	F01	022.21	120.35	
M03469	Epunctifer	Fongliao	2005/4/13	EP0504004	25.35	25.35	0.0667	26	0504	F01	022.21	120.35	
M03470	Epunctifer	Fongliao	2005/4/13	EP0504005	23.64	23.64	0.0490	24	0504	F01	022.21	120.35	
M03471	Epunctifer	Fongliao	2005/4/13	EP0504006	23.13	23.13	0.0437	24	0504	F01	022.21	120.35	
M03472	Epunctifer	Fongliao	2005/4/13	EP0504007	24.55	24.55	0.0593	26	0504	F01	022.21	120.35	
M03473	Epunctifer	Fongliao	2005/4/13	EP0504008	25.61	25.61	0.0712	28	0504	F01	022.21	120.35	
M03474	Epunctifer	Fongliao	2005/4/13	EP0504009	25.45	25.45	0.0652	27	0504	F01	022.21	120.35	
M03475	Epunctifer	Fongliao	2005/4/13	EP0504010	22.93	22.93	0.0466	23	0504	F01	022.21	120.35	
M03476	Epunctifer	Fongliao	2005/4/13	EP0504011	24.47	24.47	0.0535	25	0504	F01	022.21	120.35	
M03477	Epunctifer	Fongliao	2005/4/13	EP0504012	24.66	24.66	0.0566	25	0504	F01	022.21	120.35	
M03478	Epunctifer	Fongliao	2005/4/13	EP0504013	25.45	25.45	0.0610	26	0504	F01	022.21	120.35	
M03479	Epunctifer	Fongliao	2005/4/13	EP0504014	26.50	26.50	0.0764	28	0504	F01	022.21	120.35	
M03480	Epunctifer	Fongliao	2005/4/13	EP0504015	25.71	25.71	0.0664	26	0504	F01	022.21	120.35	
M03481	Epunctifer	Fongliao	2005/4/13	EP0504016	24.06	24.06	0.0528	24	0504	F01	022.21	120.35	
M03482	Epunctifer	Fongliao	2005/4/13	EP0504017	23.47	23.47	0.0407	24	0504	F01	022.21	120.35	
M03483	Epunctifer	Fongliao	2005/4/13	EP0504018	23.75	23.75	0.0567	25	0504	F01	022.21	120.35	
M03484	Epunctifer	Fongliao	2005/4/13	EP0504019	24.47	24.47	0.0517	24	0504	F01	022.21	120.35	
M03485	Epunctifer	Fongliao	2005/4/13	EP0504020	24.51	24.51	0.0535	25	0504	F01	022.21	120.35	
M03486	Epunctifer	Fongliao	2005/4/13	EP0504021	25.85	25.85	0.0665	27	0504	F01	022.21	120.35	
M03487	Epunctifer	Fongliao	2005/4/13	EP0504022	24.42	24.42	0.0546	24	0504	F01	022.21	120.35	
M03488	Epunctifer	Fongliao	2005/4/13	EP0504023	23.54	23.54	0.0520	25	0504	F01	022.21	120.35	
M03489	Epunctifer	Fongliao	2005/4/13	EP0504024	21.95	21.95	0.0417	23	0504	F01	022.21	120.35	
M03490	Epunctifer	Fongliao	2005/4/13	EP0504025	26.72	26.72	0.0755	29	0504	F01	022.21	120.35	
M03491	Epunctifer	Fongliao	2005/4/13	EP0504026	24.31	24.31	0.0461	25	0504	F01	022.21	120.35	
M03492	Epunctifer	Fongliao	2005/4/13	EP0504027	26.25	26.25	0.0663	25	0504	F01	022.21	120.35	
M03493	Epunctifer	Fongliao	2005/4/13	EP0504028	26.61	26.61	0.0724	28	0504	F01	022.21	120.35	
M03494	Epunctifer	Fongliao	2005/4/13	EP0504029	24.99	24.99	0.0546	26	0504	F01	022.21	120.35	
M03495	Epunctifer	Fongliao	2005/4/13	EP0504030	23.98	23.98	0.0464	24	0504	F01	022.21	120.35	
M03496	Epunctifer	Fongliao	2005/4/13	EP0504031	23.79	23.79	0.0448	24	0504	F01	022.21	120.35	
M03497	Epunctifer	Fongliao	2005/4/13	EP0504032	24.21	24.21	0.0531	24	0504	F01	022.21	120.35	
M03498	Epunctifer	Fongliao	2005/4/13	EP0504033	25.02	25.02	0.0612	25	0504	F01	022.21	120.35	
M03499	Epunctifer	Fongliao	2005/4/13	EP0504034	25.33	25.33	0.0611	25	0504	F01	022.21	120.35	
M03500	Epunctifer	Fongliao	2005/4/13	EP0504035	24.73	24.73	0.0550	24	0504	F01	022.21	120.35	
M03501	Epunctifer	Fongliao	2005/4/13	EP0504036	24.70	24.70	0.0602	26	0504	F01	022.21	120.35	
M03502	Epunctifer	Fongliao	2005/4/13	EP0504037	23.18	23.18	0.0480	24	0504	F01	022.21	120.35	
M03503	Epunctifer	Fongliao	2005/4/13	EP0504038	25.84	25.84	0.0694	29	0504	F01	022.21	120.35	
M03504	Epunctifer	Fongliao	2005/4/13	EP0504039	27.19	27.19	0.0894	29	0504	F01	022.21	120.35	
M03505	Epunctifer	Fongliao	2005/4/13	EP0504040	25.04	25.04	0.0616	25	0504	F01	022.21	120.35	
M03506	Epunctifer	Fongliao	2005/4/13	EP0504041	28.12	28.12	0.0972	28	0504	F01	022.21	120.35	
M03507	Epunctifer	Fongliao	2005/4/13	EP0504042	23.57	23.57	0.0463	24	0504	F01	022.21	120.35	
M03508	Epunctifer	Fongliao	2005/4/13	EP0504043	25.23	25.23	0.0636	27	0504	F01	022.21	120.35	
M03509	Epunctifer	Fongliao	2005/4/13	EP0504044	23.97	23.97	0.0383	22	0504	F01	022.21	120.35	
M03510	Epunctifer	Fongliao	2005/4/13	EP0504045	24.65	24.65	0.0524	25	0504	F01	022.21	120.35	
M03511	Epunctifer	Fongliao	2005/4/13	EP0504046	23.52	23.52	0.0451	24	0504	F01	022.21	120.35	
M03512	Epunctifer	Fongliao	2005/4/13	EP0504047	23.84	23.84	0.0509	24	0504	F01	022.21	120.35	
M03513	Epunctifer	Fongliao	2005/4/13	EP0504048	24.50	24.50	0.0550	26	0504	F01	022.21	120.35	
M03514	Epunctifer	Fongliao	2005/4/13	EP0504049	25.84	25.84	0.0670	26	0504	F01	022.21	120.35	
M03515	Epunctifer	Fongliao	2005/4/13	EP0504050	22.67	22.67	0.0427	24	0504	F01	022.21	120.35	
