year	len	sex	maturity	age
2001	482	2	2	3
2001	483	1	2	3
2001	483	1	2	3
2001	484	1	2	3
2001	486	1	2	3
2001	487	1	2	3
2001	487	2	2	3
2001	494	1	2	6
2001	494	2	1	3
2001	495	1	2	4
2001	495	2	2	3
2001	498	2	2	3
2001	500	2	2	3
2001	501	2	1	3
2001	503	2	2	3
2001	505	1	2	4
2001	505	2	1	3
2001	507	2	2	3
2001	510	2	1	3
2001	510	2	2	3
2001	510	2	2	3
2001	512	1	2	4
2001	512	2	1	3
2001	512	2	2	3
2001	517	2	1	3
2001	519	2	1	3
2001	520	1	2	3
2001	520	1	2	5
2001	520	2	1	3
2001	520	2	2	3
2001	520	2	2	3
2001	521	2	2	3
2001	522	1	2	9
2001	524	2	2	3
2001	528	1	2	5
2001	530	1	2	8
2001	530	2	1	3
2001	530	2	2	3
2001	532	1	2	7
2001	532	1	2	8
2001	532	2	2	4
2001	534	2	2	3
2001	535	2	1	3
2001	537	1	2	6
2001	538	1	2	8
2001	540	2	1	4
2001	544	1	2	6
2001	544	1	2	6
2001	546	1	2	6
2001	548	1	2	9
2001	550	1	2	6
2001	560	1	2	7
2001	560	1	2	8
2001	562	2	2	4
2001	570	1	2	8
2001	574	1	2	9
2001	575	1	2	7
2001	575	*	*	*
2001	580	1	2	8
2001	592	1	2	9
2001	593	1	2	9
2001	600	1	2	9
2001	602	2	2	6
2001	603	1	2	10
2001	603	2	2	6
2001	620	1	2	9
2001	670	2	2	7
2001	680	2	2	5
2001	699	2	2	10
2001	711	2	2	11
2001	750	2	2	11
2002	187	*	1	0
2002	189	1	1	0
2002	190	1	1	0
2002	208	1	1	0
2002	211	1	1	0
2002	231	1	1	0
2002	243	1	1	1
2002	269	2	2	4
2002	311	1	1	1
2002	311	1	1	1
2002	325	1	1	1
2002	327	1	1	1
2002	329	2	2	1
2002	333	2	1	1
2002	335	1	1	1
2002	336	1	1	1
2002	339	1	2	1
2002	341	2	1	1
2002	342	1	1	1
2002	342	1	1	1
2002	343	1	1	1
2002	344	1	1	1
2002	345	1	1	1
2002	345	1	1	1
2002	345	1	2	1
2002	346	1	1	1
2002	346	1	1	1
2002	346	*	*	1
2002	348	1	1	1
2002	348	1	1	1
2002	348	1	1	1
2002	348	2	1	1
2002	349	1	1	1
2002	350	1	1	1
2002	350	2	1	1
2002	351	1	1	1
2002	351	1	1	1
2002	351	1	1	1
2002	351	1	1	1
2002	351	1	2	1
2002	352	1	1	1
2002	352	2	1	1
2002	353	1	1	1
2002	353	*	*	1
2002	354	1	1	1
2002	354	1	1	1
2002	354	2	1	1
2002	357	1	1	1
2002	360	1	2	1
2002	360	2	1	1
2002	363	2	1	1
2002	364	2	1	1
2002	371	2	2	1
2002	410	1	2	2
2002	418	2	2	2
2002	420	1	1	2
2002	422	1	2	2
2002	422	2	2	2
2002	425	1	1	2
2002	426	1	1	2
2002	426	1	2	3
2002	427	2	2	2
2002	428	1	2	2
2002	430	1	2	2
2002	430	2	2	2
2002	432	1	2	2
2002	436	1	2	2
2002	440	1	2	2
2002	444	2	1	2
2002	447	1	2	4
2002	454	1	2	2
2002	460	2	1	2
2002	460	2	2	3
2002	474	1	2	4
2002	482	1	2	3
2002	482	1	2	4
2002	490	1	2	2
2002	490	1	2	3
2002	491	1	2	4
2002	491	2	2	4
2002	492	2	2	4
2002	493	1	2	4
2002	494	1	2	3
2002	494	1	2	4
2002	495	2	2	3
2002	496	2	2	4
2002	497	2	2	4
2002	502	1	2	3
2002	503	1	2	3
2002	504	1	2	4
2002	509	1	2	4
2002	509	2	2	3
2002	512	1	2	4
2002	514	1	2	3
2002	515	2	2	3
2002	522	2	2	4
2002	525	1	2	4
2002	528	2	2	4
2002	531	1	2	7
2002	535	1	2	5
2002	535	1	2	6
2002	541	2	2	4
2002	542	2	2	5
2002	545	2	2	4
2002	546	2	2	9
2002	547	1	2	5
2002	550	2	2	4
2002	556	1	2	5
2002	558	1	2	6
2002	564	2	2	4
2002	564	2	2	8
2002	570	2	2	6
2002	571	1	1	10
2002	573	2	2	5
2002	575	1	2	5
2002	580	1	2	6
2002	584	2	2	4
2002	585	1	2	7
2002	585	2	2	8
2002	590	2	2	4
2002	593	2	2	11
2002	601	2	2	9
2002	602	2	2	9
2002	608	1	2	8
2002	616	1	2	11
2002	639	2	2	5
2002	640	2	2	7
2002	654	2	2	9
2002	699	2	2	6
2003	132	*	*	0
2003	138	*	*	0
2003	144	*	*	0
2003	145	*	*	0
2003	147	*	*	0
2003	149	*	*	0
2003	152	*	*	0
2003	154	1	1	0
2003	156	*	*	0
2003	156	*	*	0
2003	157	*	*	0
2003	158	*	*	0
2003	160	*	*	0
2003	161	*	*	0
2003	167	1	1	0
2003	167	*	*	0
2003	168	*	*	0
2003	171	*	*	0
2003	172	1	1	0
2003	172	1	1	0
2003	174	1	1	0
2003	174	1	1	0
2003	176	1	1	0
2003	177	1	1	0
2003	178	1	1	0
2003	178	2	1	0
2003	179	1	1	0
2003	179	1	1	0
2003	181	1	1	0
2003	181	*	*	0
2003	182	1	1	0
2003	182	1	1	0
2003	183	1	1	0
2003	183	1	1	0
2003	183	1	1	0
2003	183	*	*	0
2003	184	1	1	0
2003	185	1	1	0
2003	185	2	1	0
2003	186	1	1	0
2003	186	1	1	0
2003	187	1	1	0
2003	187	1	1	0
2003	187	1	1	0
2003	188	1	1	0
2003	188	1	1	0
2003	188	1	1	0
2003	189	1	1	2
2003	189	*	*	0
2003	190	1	1	0
2003	190	1	1	0
2003	190	1	1	0
2003	190	1	1	0
2003	193	2	1	0
2003	194	1	1	0
2003	195	1	1	0
2003	195	1	1	0
2003	195	1	1	0
2003	195	2	1	0
2003	195	2	1	0
2003	196	1	1	0
2003	196	1	1	0
2003	196	1	1	0
2003	196	1	1	0
2003	196	2	1	0
2003	197	1	1	0
2003	198	1	1	0
2003	199	1	1	0
2003	199	1	1	0
2003	200	2	1	0
2003	201	1	1	0
2003	201	1	1	0
2003	203	1	1	0
2003	205	1	1	0
2003	206	1	1	0
2003	208	1	1	0
2003	209	1	1	0
2003	210	1	1	0
2003	211	1	1	0
2003	220	1	1	0
2003	220	1	1	0
2003	222	1	1	0
2003	223	1	1	0
2003	225	1	1	0
2003	229	2	1	0
2003	230	1	1	0
2003	230	2	1	0
2003	232	1	1	0
2003	233	1	1	0
2003	235	1	1	0
2003	235	1	1	0
2003	235	2	1	0
2003	240	1	1	0
2003	240	1	1	0
2003	240	2	1	0
2003	241	1	1	0
2003	242	2	1	0
2003	245	1	1	0
2003	245	1	1	0
2003	245	2	1	0
2003	285	1	1	1
2003	292	1	1	1
2003	300	1	1	1
2003	310	1	1	1
2003	313	1	1	1
2003	318	1	1	1
2003	319	1	1	1
2003	320	1	1	1
2003	321	1	1	1
2003	322	1	1	1
2003	324	1	1	1
2003	325	1	1	1
2003	325	1	1	1
2003	327	2	1	1
2003	327	2	1	1
2003	329	1	1	1
2003	330	1	1	1
2003	330	2	1	1
2003	330	2	1	1
2003	331	1	1	1
2003	333	2	1	1
2003	334	2	1	1
2003	335	2	1	1
2003	336	1	1	1
2003	336	1	1	1
2003	337	1	1	1
2003	337	1	1	1
2003	339	1	1	1
2003	342	1	1	1
2003	342	1	1	1
2003	343	1	1	1
2003	344	1	1	1
2003	344	1	1	1
2003	344	2	1	1
2003	345	2	1	1
2003	346	1	1	1
2003	346	1	1	1
2003	346	1	1	1
2003	346	1	1	1
2003	346	1	1	1
2003	346	1	1	1
2003	346	1	1	1
2003	346	2	1	1
2003	346	2	1	1
2003	347	2	1	1
2003	348	1	1	1
2003	348	1	1	2
2003	348	1	2	1
2003	348	2	1	1
2003	349	1	1	1
2003	349	1	1	1
2003	350	1	1	1
2003	350	1	1	1
2003	350	1	1	1
2003	350	2	1	1
2003	350	2	1	1
2003	350	2	1	1
2003	351	2	1	1
2003	351	2	1	1
2003	352	1	1	1
2003	353	1	1	1
2003	353	1	1	1
2003	354	1	1	1
2003	354	2	1	1
2003	355	1	1	1
2003	355	1	1	1
2003	355	2	1	1
2003	356	1	1	1
2003	356	1	1	1
2003	356	1	1	1
2003	356	1	1	1
2003	356	2	1	1
2003	357	1	1	1
2003	357	2	1	1
2003	358	1	1	1
2003	358	2	1	1
2003	358	2	1	1
2003	358	2	1	1
2003	359	1	1	1
2003	359	1	1	1
2003	360	1	1	1
2003	360	2	1	1
2003	360	2	1	1
2003	362	1	1	1
2003	363	1	1	1
2003	363	2	1	1
2003	364	1	1	1
2003	365	1	1	1
2003	365	2	1	1
2003	366	1	1	1
2003	366	2	1	1
2003	367	1	1	1
2003	369	1	1	1
2003	369	1	1	1
2003	369	1	1	1
2003	370	1	1	1
2003	370	1	1	1
2003	370	1	1	1
2003	370	2	1	1
2003	371	1	1	1
2003	373	1	1	1
2003	374	1	1	1
2003	374	1	1	1
2003	374	2	1	1
2003	375	1	1	1
2003	375	1	1	1
2003	375	2	1	1
2003	377	2	1	1
2003	380	2	1	1
2003	380	2	1	1
2003	384	1	2	2
2003	399	1	1	2
2003	401	1	1	2
2003	401	1	2	2
2003	405	1	2	2
2003	408	1	2	2
2003	408	1	2	2
2003	410	1	1	2
2003	412	1	2	2
2003	412	1	2	3
2003	413	1	2	2
2003	414	2	1	2
2003	418	1	2	2
2003	420	1	2	2
2003	421	1	1	2
2003	421	1	2	2
2003	421	1	2	2
2003	422	1	2	2
2003	423	1	1	2
2003	423	1	1	2
2003	423	1	2	2
2003	424	1	2	2
2003	425	1	2	2
2003	425	1	2	2
2003	426	1	2	2
2003	426	1	2	2
2003	427	1	2	2
2003	427	1	2	2
2003	432	1	2	2
2003	433	1	2	2
2003	433	2	1	2
2003	434	1	2	2
2003	435	1	1	2
2003	435	2	1	2
2003	436	1	2	2
2003	436	1	2	2
2003	437	1	1	2
2003	440	1	2	2
2003	440	1	2	2
2003	442	2	1	2
2003	444	1	2	2
2003	445	2	2	2
2003	446	1	2	2
2003	446	2	1	2
2003	448	1	1	2
2003	448	1	1	2
2003	448	1	1	2
2003	448	1	2	2
2003	448	2	1	2
2003	449	2	2	2
2003	450	2	2	2
2003	451	1	2	2
2003	451	2	1	2
2003	453	1	1	2
2003	453	2	1	2
2003	453	2	2	2
2003	454	1	2	2
2003	454	2	1	2
2003	455	1	2	2
2003	457	2	1	2
2003	457	2	1	2
2003	459	1	2	2
2003	461	2	1	2
2003	462	1	2	2
2003	464	1	2	2
2003	464	1	2	3
2003	464	2	1	2
2003	466	1	2	3
2003	466	2	1	2
2003	468	2	1	2
2003	470	1	2	2
2003	470	1	2	3
2003	471	1	2	3
2003	475	2	2	5
2003	478	1	2	4
2003	479	1	2	4
2003	479	1	2	4
2003	480	1	1	3
2003	480	1	2	3
2003	482	1	2	3
2003	482	1	2	6
2003	483	1	2	3
2003	483	2	2	3
2003	486	2	2	3
2003	487	1	2	4
2003	489	1	2	4
2003	489	1	2	4
2003	490	1	2	4
2003	491	1	2	4
2003	491	1	2	4
2003	491	1	2	5
2003	496	1	2	3
2003	496	1	2	4
2003	498	2	2	3
2003	499	1	2	4
2003	500	1	2	4
2003	500	1	2	6
2003	504	1	2	3
2003	504	1	2	4
2003	510	1	1	5
2003	510	1	2	4
2003	510	1	2	5
2003	511	1	2	4
2003	511	1	2	5
2003	513	1	2	2
2003	513	1	2	4
2003	514	1	2	5
2003	516	1	2	4
2003	516	2	2	3
2003	516	2	2	3
2003	519	1	2	3
2003	519	1	2	5
2003	521	1	2	6
2003	522	1	2	6
2003	523	1	2	4
2003	523	1	2	5
2003	524	1	2	7
2003	525	2	2	3
2003	525	2	2	4
2003	526	1	2	5
2003	526	1	2	5
2003	526	1	2	5
2003	526	2	2	4
2003	528	1	2	7
2003	529	1	2	6
2003	531	1	2	5
2003	531	1	2	7
2003	532	1	2	4
2003	534	1	2	4
2003	534	1	2	5
2003	536	1	2	5
2003	538	1	2	2
2003	540	1	2	7
2003	542	1	2	5
2003	542	1	2	6
2003	542	1	2	8
2003	546	1	2	7
2003	548	1	2	5
2003	553	1	2	5
2003	553	1	2	6
2003	553	1	2	6
2003	553	1	2	7
2003	553	2	2	3
2003	554	1	2	8
2003	556	2	2	4
2003	558	1	2	5
2003	558	1	2	6
2003	558	1	2	6
2003	560	1	2	5
2003	560	1	2	6
2003	562	1	2	7
2003	563	2	2	4
2003	563	2	2	5
2003	564	1	2	5
2003	566	1	2	3
2003	566	1	2	5
2003	566	1	2	6
2003	567	2	2	4
2003	569	1	2	6
2003	569	1	2	6
2003	569	1	2	7
2003	569	1	2	9
2003	569	2	2	7
2003	570	1	2	6
2003	570	1	2	8
2003	570	2	2	5
2003	570	2	2	5
2003	571	1	2	6
2003	571	1	2	7
2003	571	2	2	5
2003	572	1	2	7
2003	572	2	2	4
2003	577	2	2	6
2003	580	1	2	8
2003	582	2	2	5
2003	582	2	2	5
2003	582	2	2	5
2003	583	2	2	6
2003	585	2	2	6
2003	586	2	2	5
2003	586	2	2	5
2003	586	2	2	5
2003	587	1	2	5
2003	590	2	2	5
2003	592	2	2	4
2003	596	2	2	8
2003	607	2	2	6
2003	625	2	2	8
2003	643	1	2	7
2003	654	2	2	8
2003	672	2	2	8
2004	137	1	1	0
2004	174	2	1	0
2004	184	2	1	0
2004	189	1	1	0
2004	235	1	1	1
2004	253	2	1	1
2004	257	2	1	1
2004	259	2	1	1
2004	266	1	1	1
2004	266	1	1	1
2004	266	1	1	1
2004	267	1	1	1
2004	267	1	1	1
2004	269	2	1	1
2004	271	2	1	1
2004	271	2	1	1
2004	271	2	1	1
2004	272	1	1	1
2004	272	2	1	1
2004	272	2	1	1
2004	273	1	1	1
2004	273	2	1	1
2004	275	2	1	1
2004	275	2	1	1
2004	277	1	1	1
2004	277	1	1	1
2004	277	2	1	1
2004	277	2	1	1
2004	278	2	1	1
2004	278	2	1	1
2004	279	1	1	1
2004	279	2	1	1
2004	280	1	1	1
2004	280	1	1	1
2004	280	1	1	1
2004	280	1	1	1
2004	280	2	1	1
2004	281	1	1	1
2004	281	2	1	1
2004	282	1	1	1
2004	282	2	1	1
2004	285	1	1	1
2004	286	1	1	1
2004	286	2	1	1
2004	286	2	1	1
2004	287	2	1	1
2004	287	2	1	1
2004	287	2	1	1
2004	288	1	1	1
2004	288	2	1	1
2004	289	1	1	1
2004	289	1	1	1
2004	290	1	1	1
2004	290	1	2	1
2004	290	2	1	1
2004	291	1	1	1
2004	291	1	1	1
2004	291	2	1	1
2004	292	1	1	1
2004	292	1	1	1
2004	292	2	1	1
2004	292	2	1	1
2004	293	1	1	1
2004	293	2	1	1
2004	293	2	1	1
2004	295	1	1	1
2004	295	2	1	1
2004	297	1	1	1
2004	297	2	1	1
2004	297	2	1	1
2004	298	2	1	1
2004	298	2	1	1
2004	299	1	1	1
2004	299	2	1	1
2004	299	2	1	1
2004	302	1	1	1
2004	302	1	1	1
2004	302	1	1	1
2004	302	2	1	1
2004	302	2	1	1
2004	302	2	1	1
2004	303	1	1	1
2004	303	2	1	1
2004	304	2	1	1
2004	304	2	2	1
2004	305	2	1	1
2004	305	2	1	1
2004	307	2	1	1
2004	308	2	1	1
2004	309	1	1	1
2004	309	1	2	1
2004	309	2	1	1
2004	310	1	1	1
2004	313	2	1	1
2004	315	1	1	1
2004	315	1	1	1
2004	315	2	1	1
2004	316	1	1	1
2004	317	1	1	1
2004	317	2	1	1
2004	320	2	1	1
2004	321	1	1	1
2004	321	2	1	1
2004	323	2	1	1
2004	324	2	1	1
2004	326	2	1	1
2004	327	1	1	1
2004	328	2	1	1
2004	329	2	1	1
2004	332	2	1	1
2004	333	2	1	1
2004	333	2	1	1
2004	334	2	1	1
2004	336	2	1	1
2004	342	1	2	1
2004	342	1	2	1
2004	352	1	2	1
2004	379	2	1	2
2004	383	1	2	2
2004	385	2	1	2
2004	390	1	1	2
2004	394	1	1	2
2004	397	1	1	2
2004	398	1	1	2
2004	400	2	1	2
2004	404	1	2	2
2004	407	1	2	2
2004	407	1	2	2
2004	408	2	1	2
2004	410	1	2	2
2004	410	1	2	2
2004	410	2	1	2
2004	411	1	2	2
2004	411	2	1	2
2004	412	1	2	2
2004	412	2	1	2
2004	412	2	2	2
2004	415	1	1	2
2004	415	1	2	5
2004	415	2	1	2
2004	416	1	2	2
2004	416	1	2	2
2004	416	2	1	2
2004	416	2	1	2
2004	416	2	2	2
2004	418	1	2	2
2004	419	2	1	2
2004	419	2	1	2
2004	420	1	1	2
2004	420	1	1	2
2004	420	1	2	2
2004	421	2	1	2
2004	421	2	1	2
2004	424	1	2	2
2004	425	1	2	2
2004	425	1	2	3
2004	425	2	1	2
2004	427	1	2	2
2004	429	1	2	2
2004	429	1	2	3
2004	429	2	1	2
2004	431	1	2	2
2004	432	1	2	2
2004	432	1	2	2
2004	437	2	1	2
2004	442	1	2	2
2004	443	2	1	2
2004	446	2	2	2
2004	452	1	2	2
2004	455	1	2	2
2004	457	1	2	2
2004	458	1	1	3
2004	459	2	2	3
2004	461	1	2	2
2004	462	1	2	3
2004	462	1	2	3
2004	468	1	2	1
2004	471	1	2	3
2004	479	1	2	3
2004	486	1	2	3
2004	487	1	2	4
2004	489	1	2	4
2004	494	1	2	4
2004	500	2	2	3
2004	500	2	2	3
2004	504	1	2	4
2004	504	2	2	3
2004	506	1	2	5
2004	506	1	2	6
2004	510	1	2	5
2004	512	1	2	4
2004	516	1	2	4
2004	516	1	2	4
2004	524	1	2	4
2004	531	1	2	6
2004	534	1	2	4
2004	539	2	2	6
2004	543	1	2	4
2004	552	2	2	4
2004	553	1	2	5
2004	561	1	2	6
2004	563	2	2	4
2004	565	2	2	5
2004	565	2	2	5
2004	566	1	2	5
2004	573	1	2	8
2004	575	1	2	7
2004	575	1	2	11
2004	582	1	2	5
2004	585	1	2	9
2004	586	1	2	6
2004	589	2	2	5
2004	593	2	2	6
2004	599	2	2	5
2004	664	2	2	11
2004	762	2	2	10
2005	170	1	1	0
2005	221	1	1	1
2005	227	1	1	1
2005	245	1	1	1
2005	245	1	1	1
2005	246	1	1	1
2005	247	1	1	1
2005	248	1	1	1
2005	248	*	*	1
2005	250	1	1	1
2005	250	*	*	1
2005	251	1	1	1
2005	252	1	1	1
2005	252	1	1	1
2005	254	1	1	1
2005	255	2	1	1
2005	256	1	1	1
2005	256	1	1	1
2005	258	1	1	1
2005	258	1	1	1
2005	260	1	1	1
2005	262	1	1	1
2005	262	1	1	1
2005	263	1	1	1
2005	264	1	1	1
2005	264	1	1	1
2005	265	1	1	1
2005	265	2	1	1
2005	266	1	1	1
2005	269	1	1	1
2005	269	2	1	1
2005	270	1	1	1
2005	274	1	1	1
2005	275	1	1	1
2005	276	1	1	1
2005	276	1	1	1
2005	278	1	1	1
2005	280	1	1	1
2005	280	1	1	4
2005	283	1	1	1
2005	283	1	1	1
2005	286	1	1	1
2005	286	2	1	1
2005	291	1	1	1
2005	291	1	1	1
2005	293	1	1	1
2005	295	1	1	1
2005	296	1	1	1
2005	301	1	1	1
2005	307	1	1	1
2005	308	2	1	1
2005	310	2	1	1
2005	311	2	1	1
2005	315	1	1	1
2005	319	1	1	2
2005	321	1	1	1
2005	325	2	1	1
2005	326	2	1	1
2005	329	1	1	1
2005	329	1	1	1
2005	330	2	1	2
2005	335	1	1	2
2005	338	1	1	2
2005	340	*	*	2
2005	341	*	*	2
2005	346	1	1	2
2005	348	1	1	2
2005	351	1	1	2
2005	351	1	1	2
2005	351	2	1	2
2005	352	1	1	2
2005	353	1	1	2
2005	353	1	1	2
2005	354	1	1	2
2005	354	*	*	2
2005	355	1	1	2
2005	356	1	1	2
2005	359	1	1	2
2005	359	1	1	2
2005	359	1	1	2
2005	359	1	2	2
2005	359	*	*	2
2005	360	*	*	2
2005	363	1	1	2
2005	363	1	1	2
2005	364	1	1	2
2005	364	1	1	2
2005	364	*	*	2
2005	365	1	1	2
2005	365	2	1	2
2005	365	*	*	3
2005	366	1	1	2
2005	366	1	1	2
2005	366	1	2	2
2005	368	1	1	2
2005	369	1	1	2
2005	370	1	1	2
2005	370	1	1	2
2005	370	1	1	2
2005	370	1	1	2
2005	370	1	2	2
2005	370	1	2	2
2005	370	2	1	2
2005	370	2	1	2
2005	371	1	1	2
2005	371	1	2	2
2005	371	1	2	2
2005	371	1	2	2
2005	371	2	1	2
2005	371	2	1	2
2005	372	1	1	2
2005	372	2	1	2
2005	372	*	*	2
2005	372	*	*	2
2005	373	1	1	2
2005	373	1	2	2
2005	373	1	2	2
2005	373	2	1	2
2005	374	2	1	2
2005	374	2	1	2
2005	374	2	1	2
2005	374	2	1	3
2005	375	1	1	2
2005	375	1	1	2
2005	375	1	1	2
2005	375	2	1	2
2005	375	2	1	2
2005	376	1	1	2
2005	376	1	1	2
2005	377	1	1	2
2005	377	2	1	2
2005	378	1	1	2
2005	378	1	1	2
2005	379	1	1	2
2005	379	1	2	2
2005	379	1	2	2
2005	379	2	1	2
2005	379	2	1	*
2005	380	1	1	2
2005	380	1	1	2
2005	380	1	2	2
2005	380	2	1	2
2005	380	2	1	2
2005	380	2	1	2
2005	380	2	1	2
2005	381	1	1	2
2005	381	1	1	2
2005	381	1	1	2
2005	381	1	1	2
2005	381	1	1	2
2005	381	2	1	2
2005	381	2	1	2
2005	381	2	1	2
2005	381	2	2	2
2005	382	1	1	2
2005	382	1	1	2
2005	382	1	1	2
2005	382	*	*	2
2005	383	2	1	2
2005	384	1	1	2
2005	384	1	1	2
2005	384	1	2	2
2005	384	2	1	2
2005	384	2	1	3
2005	385	1	1	2
2005	385	1	1	4
2005	385	1	2	2
2005	385	1	2	2
2005	385	1	2	2
2005	386	1	1	2
2005	386	1	1	2
2005	386	1	1	2
2005	386	2	1	2
2005	386	2	1	2
2005	387	1	1	2
2005	387	1	1	2
2005	387	1	2	2
2005	387	1	2	2
2005	387	2	1	2
2005	388	1	2	2
2005	388	2	1	2
2005	388	*	*	2
2005	389	1	2	2
2005	389	*	*	2
2005	389	*	*	2
2005	389	*	*	2
2005	390	1	1	2
2005	390	1	1	2
2005	390	1	1	2
2005	390	1	1	2
2005	390	1	1	2
2005	390	2	1	2
2005	391	1	1	*
2005	391	2	1	2
2005	392	1	2	2
2005	392	1	2	2
2005	392	1	2	2
2005	392	2	2	3
2005	393	1	1	2
2005	393	2	1	2
2005	394	1	2	2
2005	394	1	2	2
2005	395	1	1	2
2005	395	1	1	2
2005	395	2	1	2
2005	395	2	1	2
2005	396	1	1	2
2005	396	1	1	2
2005	396	1	1	2
2005	396	1	1	2
2005	396	1	2	2
2005	396	2	1	2
2005	398	1	1	2
2005	398	1	2	2
2005	398	1	2	2
2005	398	2	1	2
2005	399	1	1	2
2005	399	1	1	2
2005	399	2	1	2
2005	400	1	1	2
2005	400	1	1	2
2005	400	1	2	2
2005	400	*	*	2
2005	401	1	2	2
2005	401	2	1	2
2005	401	2	1	2
2005	401	*	*	2
2005	402	1	2	2
2005	402	1	2	2
2005	403	2	1	2
2005	404	1	2	2
2005	404	1	2	2
2005	404	2	1	2
2005	404	2	1	2
2005	405	1	1	2
2005	405	2	1	2
2005	405	*	*	2
2005	407	1	2	2
2005	407	1	2	2
2005	409	1	2	2
2005	410	*	*	2
2005	411	1	2	2
2005	411	2	1	2
2005	412	1	2	2
2005	412	1	2	2
2005	412	*	*	3
2005	413	1	2	2
2005	413	2	1	2
2005	413	2	1	2
2005	414	1	2	2
2005	414	2	1	2
2005	415	2	1	2
2005	415	2	1	2
2005	415	*	*	3
2005	416	1	1	2
2005	417	1	2	2
2005	417	1	2	2
2005	418	1	1	2
2005	418	2	1	2
2005	420	2	1	2
2005	421	2	1	2
2005	422	1	2	2
2005	424	2	2	2
2005	429	1	2	2
2005	440	1	2	2
2005	441	1	2	3
2005	443	1	2	3
2005	443	*	*	3
2005	451	2	2	2
2005	455	1	2	3
2005	461	1	2	3
2005	464	*	*	3
2005	470	2	2	3
2005	475	2	2	3
2005	477	1	2	3
2005	483	2	2	3
2005	485	1	2	3
2005	487	2	2	3
2005	490	2	2	4
2005	491	1	2	6
2005	493	1	2	4
2005	498	1	2	3
2005	506	*	*	5
2005	509	2	2	4
2005	510	2	2	3
2005	516	2	2	3
2005	516	2	2	4
2005	516	*	*	4
2005	517	2	2	3
2005	528	1	2	7
2005	534	1	2	3
2005	535	2	2	4
2005	536	1	2	6
2005	537	2	2	3
2005	546	2	2	4
2005	546	*	*	6
2005	546	*	*	7
2005	551	*	*	8
2005	554	*	*	7
2005	557	1	2	6
2005	574	*	*	10
2005	597	2	2	8
2005	598	2	2	7
2005	605	2	2	6
2005	638	2	2	11
2005	639	2	2	7
2005	660	2	2	11
2006	184	2	1	0
2006	187	2	1	0
2006	210	2	1	1
2006	224	1	1	1
2006	227	2	1	1
2006	235	2	1	1
2006	244	1	1	1
2006	246	2	1	1
2006	249	1	1	1
2006	249	2	1	1
2006	249	2	1	1
2006	249	2	1	1
2006	252	1	1	1
2006	253	1	1	1
2006	255	1	1	1
2006	255	1	1	1
2006	256	2	1	1
2006	257	1	1	1
2006	258	1	1	1
2006	258	1	1	1
2006	258	2	1	1
2006	258	2	1	1
2006	258	2	1	1
2006	258	2	1	1
2006	259	2	1	1
2006	260	2	1	1
2006	262	1	1	1
2006	262	1	1	1
2006	262	1	1	1
2006	262	1	1	1
2006	262	1	1	1
2006	262	2	1	1
2006	262	2	1	1
2006	264	1	1	1
2006	265	2	1	1
2006	265	2	1	1
2006	266	2	1	1
2006	266	2	1	1
2006	266	2	1	1
2006	267	1	1	1
2006	267	2	1	1
2006	268	1	1	1
2006	269	1	1	1
2006	269	2	1	1
2006	270	1	1	1
2006	270	1	1	1
2006	270	2	1	1
2006	270	2	1	1
2006	270	2	1	1
2006	270	2	1	1
2006	271	2	1	1
2006	271	2	1	1
2006	272	1	1	1
2006	272	1	1	1
2006	272	2	1	1
2006	273	1	1	1
2006	273	1	1	1
2006	273	1	1	1
2006	274	2	1	1
2006	274	2	1	1
2006	274	2	1	1
2006	274	2	1	1
2006	274	2	1	1
2006	274	2	1	1
2006	274	2	1	1
2006	274	2	2	1
2006	275	2	1	1
2006	275	2	1	1
2006	276	2	1	1
2006	276	2	1	1
2006	276	2	1	1
2006	276	2	1	1
2006	276	2	1	1
2006	276	2	2	1
2006	276	2	2	1
2006	277	1	1	1
2006	277	1	1	1
2006	277	1	1	1
2006	277	1	2	1
2006	277	2	1	1
2006	277	2	1	1
2006	277	2	1	1
2006	277	2	1	1
2006	277	2	1	1
2006	278	1	1	1
2006	278	1	1	1
2006	278	2	1	1
2006	278	2	1	1
2006	278	2	1	1
2006	278	2	2	1
2006	279	2	1	1
2006	279	2	1	1
2006	279	2	1	1
2006	280	1	2	1
2006	280	2	1	1
2006	280	2	1	1
2006	280	2	1	1
2006	280	2	1	1
2006	280	2	1	1
2006	280	2	1	1
2006	281	1	1	1
2006	281	1	2	1
2006	282	2	1	1
2006	282	2	1	1
2006	282	2	1	1
2006	282	2	1	1
2006	282	2	1	1
2006	282	2	1	1
2006	282	2	1	1
2006	283	1	1	1
2006	283	2	1	1
2006	283	2	1	1
2006	284	1	1	1
2006	284	1	1	1
2006	284	2	1	1
2006	284	2	1	1
2006	284	2	1	1
2006	284	2	1	1
2006	284	2	1	1
2006	285	1	1	1
2006	285	2	1	1
2006	285	2	1	1
2006	285	2	1	1
2006	285	2	1	1
2006	285	2	1	1
2006	285	2	1	1
2006	286	1	1	1
2006	286	2	1	1
2006	286	2	1	1
2006	286	2	1	1
2006	286	2	2	1
2006	287	1	1	1
2006	288	1	1	1
2006	288	2	1	1
2006	288	2	1	1
2006	288	2	1	1
2006	289	1	1	1
2006	289	2	1	1
2006	289	2	2	1
2006	289	2	2	1
2006	290	1	1	1
2006	290	1	1	1
2006	290	2	1	1
2006	290	2	1	1
2006	290	2	2	1
2006	291	2	1	1
2006	292	1	1	1
